,id,node_name,latitude,longitude
464,681,서울특별시 동부교육지원청(육교),37.579838,127.056374
465,4102,휘경1동주민센터 앞,37.59275721,127.0656667
466,4103,휘경sk뷰아파트 앞,37.59384113,127.0678072
467,4104,외대앞역 교차로,37.59434069,127.0645852
468,4105,하나은행 장안동지점앞,37.56338653,127.0578661
469,4107,장안동근린공원 입구,37.57710056,127.071264
470,4108,답십리파크자이아파트 앞,37.56766143,127.0578525
471,4110,용두롯데캐슬리치아파트 앞,37.58015218,127.0300777
472,4112,신이문빗물펌프장 옆,37.59934217,127.069833
473,4113,한국국방연구원 앞,37.59273682,127.0406347
474,4116,이문e편한세상아파트 앞,37.60445525,127.0650076
475,4117,휘경119안전센터 앞,37.59075529,127.0656102
476,4121,서울문화재단 앞,37.57139857,127.0336897
477,4122,청계9가교차로 앞,37.57027079,127.029618
478,4123,배봉초교 교차로,37.57848709,127.0670803
479,1401,극동늘푸른아파트,37.614738,127.076363
480,1402,금란주차장 앞,37.600071,127.102333
481,1403,중화빌딩 앞 (동부시장),37.59425,127.076576
482,1404,동일로 지하차도,37.595299,127.080032
483,1405,망우역 1번출구,37.599098,127.092949
484,1406,망우청소년수련관,37.606251,127.108269
485,1407,먹골역 1번출구 뒤,37.611511,127.077888
486,1408,먹골역 6번출구 앞,37.610722,127.077477
487,1410,면목 대원칸타빌아파트,37.577782,127.090187
488,1411,상봉시장앞 교차로 한성빌딩 앞,37.592541,127.086739
489,1412,면목초등학교,37.590961,127.087067
490,1413,봉화산역 5번출구 뒤,37.617561,127.090309
491,1414,사가정역 1번출구,37.581646,127.088432
492,1416,상봉역 3번출구,37.595219,127.085999
493,1418,새솔초등학교,37.617989,127.110542
494,1420,신내어울공원 앞,37.614231,127.096764
495,1421,신내역 4번출구,37.612461,127.103378
496,1422,신내우디안아파트 1단지,37.620098,127.106461
497,1424,양원역 2번출구,37.606312,127.107742
498,1425,용마문화복지센터,37.58746,127.09597
499,1426,면목도시개발아파트 1동 앞,37.573589,127.086823
500,1427,용마산역 1번출구,37.574299,127.086914
501,1428,원묵고등학교,37.616024,127.085968
502,1429,장안중학교,37.599957,127.080002
503,1430,중랑구청,37.606152,127.092598
504,1431,중랑구청 사거리,37.606499,127.095451
505,1433,중화역 2번출구,37.602077,127.079582
506,1434,홈플러스 면목동점,37.579868,127.082367
507,1435,능산삼거리,37.608681,127.100792
508,1436,영풍마드레빌,37.605881,127.100632
509,1437,늘푸른공원 앞,37.58342,127.079926
510,1438,홈플러스 신내점 앞,37.616169,127.093483
511,1440,하나은행 면목지점,37.586372,127.08007
512,1441,신내능말공원,37.616711,127.110733
513,1442,(구)신한은행 중랑교지점,37.598591,127.079819
514,1443,구립망우청소년독서실,37.59552,127.098778
515,1444,면목4치안센터,37.574028,127.080544
516,1445,용마지구대,37.579941,127.079399
517,1446,중랑전화국 교차로,37.591301,127.08033
518,1447,면목역 3번출구,37.588902,127.08728
519,1448,코스트코 상봉점,37.597321,127.089798
520,1449,상봉역 1번출구,37.596558,127.085838
521,1450,화랑대역 7번출구,37.619625,127.085014
522,1451,중랑세무서,37.592758,127.07267
523,1452,겸재교 진입부,37.585655,127.07505
524,1453,중랑캠핑숲,37.604603,127.109253
525,1454,한국전력공사(동대문 중랑지사),37.607349,127.07859
526,1455,상봉역 2번 출구,37.596329,127.085899
527,1456,상아빌딩(우림시장 교차로),37.595112,127.100327
528,1457,동원사거리,37.58976,127.093239
529,1458,상봉터미널2,37.59734,127.093086
530,1459,용마한신아파트사거리,37.59734,127.093086
531,1461,동양엔파트 앞,37.593853,127.075073
532,1462,동부시장 북문 앞,37.593868,127.076523
533,1463,중랑구민회관,37.573887,127.084831
534,1464,중화역 4번출구,37.603054,127.079002
535,1465,중랑공영차고지 옆,37.613148,127.105148
536,1466,두산대림아파트 삼거리,37.618824,127.08757
537,1467,sk신내 주유소앞(용마산로),37.613621,127.101151
538,1468,먹골역 7번 출구,37.611477,127.077393
